code,tema,titulo,url,fecha_publicacion,pdf,txt,n_caracteres
C.06,C,Fiche pathologie bâtiment  – C.06 « Infiltrations par points singuliers de couvertures en tuile » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-C06-Infiltrations-Points-Singuliers-Couvertures-Tuile-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-C06-Infiltrations-Points-Singuliers-Couvertures-Tuile-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-C06-Infiltrations-Points-Singuliers-Couvertures-Tuile-AQC.txt,16099
C.05,C,Fiche pathologie bâtiment  – C.05 « Écran de sous toiture : désordres possibles d’infiltration » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-C05-Ecran-Sous-Toiture-Desordres-Infiltration-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-C05-Ecran-Sous-Toiture-Desordres-Infiltration-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-C05-Ecran-Sous-Toiture-Desordres-Infiltration-AQC.txt,13483
C.04,C,Fiche pathologie bâtiment  – C.04 « Déformations de fermettes industrielles » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-C04-Deformations-Fermettes-Industrielles-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-C04-Deformations-Fermettes-Industrielles-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-C04-Deformations-Fermettes-Industrielles-AQC.txt,11131
C.03,C,Fiche pathologie bâtiment  – C.03 « Charpentes en lamellé-collé : de la fissuration à la rupture » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-C03-Charpentes-Lamelle-Colle-Fissuration-Rupture-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-C03-Charpentes-Lamelle-Colle-Fissuration-Rupture-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-C03-Charpentes-Lamelle-Colle-Fissuration-Rupture-AQC.txt,7745
C.02,C,Fiche pathologie bâtiment  – C.02 « Transformation d’une charpente pour aménagement de combles » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-C02-Transformation-Charpente-Amenagement-Combles-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-C02-Transformation-Charpente-Amenagement-Combles-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-C02-Transformation-Charpente-Amenagement-Combles-AQC.txt,13057
C.01,C,Fiche pathologie bâtiment  – C.01 « Déformations des charpentes assemblées en bois sur chantier » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-C01-Deformation-Charpentes-Assemblees-Bois-Chantier-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-C01-Deformation-Charpentes-Assemblees-Bois-Chantier-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-C01-Deformation-Charpentes-Assemblees-Bois-Chantier-AQC.txt,16880
A.10,A,Fiche pathologie bâtiment  – A.10 « Désordres dans les voiries et réseaux divers » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A10-Desordres-Voiries-Reseaux-Divers-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A10-Desordres-Voiries-Reseaux-Divers-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A10-Desordres-Voiries-Reseaux-Divers-AQC.txt,18089
A.09,A,Fiche pathologie bâtiment  – A.09 « Assainissement non collectif » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A09-Assainissement-Non-Collectif-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A09-Assainissement-Non-Collectif-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A09-Assainissement-Non-Collectif-AQC.txt,12302
A.07,A,Fiche pathologie bâtiment  – A.07 « Glissement de sols et désordres des murs de soutènement en milieu tropical » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A07-Glissement-Sols-Desordres-Murs-Soutenement-Milieu-Tropical-Outre-Mer-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A07-Glissement-Sols-Desordres-Murs-Soutenement-Milieu-Tropical-Outre-Mer-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A07-Glissement-Sols-Desordres-Murs-Soutenement-Milieu-Tropical-Outre-Mer-AQC.txt,18896
A.06,A,Fiche pathologie bâtiment  – A.06 « Effondrement de murs de soutènement en maçonnerie » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A06-Effondrement-Murs-Soutenement-Maconnerie-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A06-Effondrement-Murs-Soutenement-Maconnerie-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A06-Effondrement-Murs-Soutenement-Maconnerie-AQC.txt,12317
A.05,A,Fiche pathologie bâtiment  – A.05 « Affaissement de dallage de maisons individuelles » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A05-Affaissement-Dallage-Maisons-Individuelles-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A05-Affaissement-Dallage-Maisons-Individuelles-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A05-Affaissement-Dallage-Maisons-Individuelles-AQC.txt,13874
D.06,D,Fiche pathologie bâtiment  – D.06 « Désordres après reprise de façades en plâtre » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D06-Desordres-Reprise-Facades-Platre-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D06-Desordres-Reprise-Facades-Platre-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D06-Desordres-Reprise-Facades-Platre-AQC.txt,13546
A.04,A,Fiche pathologie bâtiment  – A.04 « Renforcements de sol » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A04-Renforcements-Sol-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A04-Renforcements-Sol-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A04-Renforcements-Sol-AQC.txt,12353
A.03,A,Fiche pathologie bâtiment  – A.03 « Désordres des fondations profondes par pieux » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A03-Desordres-Fondations-Profondes-Pieux-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A03-Desordres-Fondations-Profondes-Pieux-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A03-Desordres-Fondations-Profondes-Pieux-AQC.txt,13674
D.07,D,Fiche pathologie bâtiment  – D.07 « Dégradations des revêtements d’imperméabilité de façade » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D07-Degradations-Revetements-Impermeabilite-Facade-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D07-Degradations-Revetements-Impermeabilite-Facade-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D07-Degradations-Revetements-Impermeabilite-Facade-AQC.txt,13712
A.02,A,Fiche pathologie bâtiment  – A.02 « Mouvements de fondations de maisons individuelles – 2° partie : mouvements exceptionnels en sols sensibles » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A02-Mouvements-Fondations-Maisons-Individuelles-02Mouvements-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A02-Mouvements-Fondations-Maisons-Individuelles-02Mouvements-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A02-Mouvements-Fondations-Maisons-Individuelles-02Mouvements-AQC.txt,20042
A.01,A,Fiche pathologie bâtiment  – A.01 « Mouvements de fondations de maisons individuelles – 1° partie : tassements courants » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-A01-Mouvements-Fondations-Maisons-Individuelles-01Tassements-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-A01-Mouvements-Fondations-Maisons-Individuelles-01Tassements-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-A01-Mouvements-Fondations-Maisons-Individuelles-01Tassements-AQC.txt,17444
D.08,D,Fiche pathologie bâtiment  – D.08 « Systèmes d’isolation thermique par l’extérieur (ETICS) en pose initiale » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D08-Systemes-Isolation-Thermique-Exterieure-ETICS-Pose-Initiale-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D08-Systemes-Isolation-Thermique-Exterieure-ETICS-Pose-Initiale-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D08-Systemes-Isolation-Thermique-Exterieure-ETICS-Pose-Initiale-AQC.txt,27303
D.09,D,Fiche pathologie bâtiment  – D.09 « Rénovation de systèmes d’isolation thermique par l’extérieur (ETICS) existants » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D09-Renovation-Systemes-Isolation-Thermique-Exterieure-ETICS-Existants-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D09-Renovation-Systemes-Isolation-Thermique-Exterieure-ETICS-Existants-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D09-Renovation-Systemes-Isolation-Thermique-Exterieure-ETICS-Existants-AQC.txt,20477
D.10,D,Fiche pathologie bâtiment  – D.10 « Dégradation des lasures et peintures sur menuiseries extérieures en bois » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D10-Degradation-Lasures-Peintures-Menuiseries-Exterieures-Bois-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D10-Degradation-Lasures-Peintures-Menuiseries-Exterieures-Bois-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D10-Degradation-Lasures-Peintures-Menuiseries-Exterieures-Bois-AQC.txt,12522
D.11,D,Fiche pathologie bâtiment  – D.11 « Chutes de pierres minces attachées » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D11-Chutes-Pierres-Minces-Attachees-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D11-Chutes-Pierres-Minces-Attachees-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D11-Chutes-Pierres-Minces-Attachees-AQC.txt,14450
D.12,D,Fiche pathologie bâtiment  – D.12 « Désordres des revêtements de façades » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D12-Desordres-Revetements-Facades-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D12-Desordres-Revetements-Facades-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D12-Desordres-Revetements-Facades-AQC.txt,20087
B.13,B,Fiche pathologie bâtiment  – B.13 « Désordres des piscines privatives » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B13-Desordes-Piscines-Privatives-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B13-Desordes-Piscines-Privatives-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B13-Desordes-Piscines-Privatives-AQC.txt,13890
B.12,B,Fiche pathologie bâtiment  – B.12 « Dégradation par l’eau et l’humidité des enveloppes et ossatures bois » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B12-Degradation-Eau-Humidite-Enveloppes-Ossatures-Bois-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B12-Degradation-Eau-Humidite-Enveloppes-Ossatures-Bois-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B12-Degradation-Eau-Humidite-Enveloppes-Ossatures-Bois-AQC.txt,9947
B.11,B,Fiche pathologie bâtiment  – B.11 « Désordres structurels des ossatures bois » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B11-Desordres-Structurels-Ossatures-Bois-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B11-Desordres-Structurels-Ossatures-Bois-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B11-Desordres-Structurels-Ossatures-Bois-AQC.txt,7970
B.10,B,Fiche pathologie bâtiment  – B.10 « Les attaques des bois par les agents biologiques » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B10-Attaques-Bois-Agents-Biologiques-Outre-Mer-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B10-Attaques-Bois-Agents-Biologiques-Outre-Mer-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B10-Attaques-Bois-Agents-Biologiques-Outre-Mer-AQC.txt,22628
D.13,D,Fiche pathologie bâtiment  – D.13 « Structures à risques multiples : les vérandas » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-D13-Structures-Risques-Multiples-Verandas-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-D13-Structures-Risques-Multiples-Verandas-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-D13-Structures-Risques-Multiples-Verandas-AQC.txt,12424
B.09,B,Fiche pathologie bâtiment  – B.09 « Soulèvement des dallages à usage industriel » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B09-Soulevement-Dallages-Usage-Industriel-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B09-Soulevement-Dallages-Usage-Industriel-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B09-Soulevement-Dallages-Usage-Industriel-AQC.txt,10932
B.08,B,"Fiche pathologie bâtiment  – B.08 « Tassements, fissurations des dallages à usage industriel » – AQC",https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B08-Tassements-Fissuration-Dallages-Usage-Industriel-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B08-Tassements-Fissuration-Dallages-Usage-Industriel-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B08-Tassements-Fissuration-Dallages-Usage-Industriel-AQC.txt,12787
B.07,B,Fiche pathologie bâtiment  – B.07 « Fissurations et effondrements des balcons » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B07-Fissuration-Effondrement-Balcons-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B07-Fissuration-Effondrement-Balcons-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B07-Fissuration-Effondrement-Balcons-AQC.txt,14511
B.06,B,Fiche pathologie bâtiment  – B.06 « Désordres sur ossatures en éléments préfabriqués en béton armé ou précontraint » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B06-Desordres-Ossatures-Elements-Prefabriques-Beton-Arme-Precontraint-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B06-Desordres-Ossatures-Elements-Prefabriques-Beton-Arme-Precontraint-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B06-Desordres-Ossatures-Elements-Prefabriques-Beton-Arme-Precontraint-AQC.txt,19144
B.05,B,Fiche pathologie bâtiment  – B.05 « Corrosion des armatures du béton armé en façades des bâtiments » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B05-Corrosion-Armatures-Beton-Arme-Facades-Batiments-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B05-Corrosion-Armatures-Beton-Arme-Facades-Batiments-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B05-Corrosion-Armatures-Beton-Arme-Facades-Batiments-AQC.txt,11312
B.04,B,Fiche pathologie bâtiment  – B.04 « Défauts d’étanchéité des façades en briques apparentes » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B04-Defauts-Etancheite-Facades-Briques-Apparentes-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B04-Defauts-Etancheite-Facades-Briques-Apparentes-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B04-Defauts-Etancheite-Facades-Briques-Apparentes-AQC.txt,15411
B.03,B,Fiche pathologie bâtiment  – B.03 « Fissures structurelles des maçonneries de maisons individuelles » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B03-Fissures-Structurelles-Maconneries-Maisons-Individuelles-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B03-Fissures-Structurelles-Maconneries-Maisons-Individuelles-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B03-Fissures-Structurelles-Maconneries-Maisons-Individuelles-AQC.txt,12937
B.02,B,Fiche pathologie bâtiment  – B.02 « Humidité en sous-sol des bâtiments » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B02-Humidite-Sous-Sol-Batiments-Outre-Mer-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B02-Humidite-Sous-Sol-Batiments-Outre-Mer-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B02-Humidite-Sous-Sol-Batiments-Outre-Mer-AQC.txt,20849
B.01,B,Fiche pathologie bâtiment  – B.01 « Remontées capillaires » – AQC,https://qualiteconstruction.com/wp-content/uploads/2024/05/Fiche-Pathologie-Batiment-B01-Remontees-Capillaires-AQC.pdf,2024-05-22,corpus/aqc/pdf/Fiche-Pathologie-Batiment-B01-Remontees-Capillaires-AQC.pdf,corpus/aqc/txt/Fiche-Pathologie-Batiment-B01-Remontees-Capillaires-AQC.txt,13253
